"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3417484";"";"0";"526.57";"1";"3.54";"21a";"Fc1ccc2ccn(C3=NN(Cc4cccc(c4)c5ncc(OCCN6CCOCC6)cn5)C(=O)C=C3)c2c1";"IC50";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"16.4";"0.3";"5.1";"9.89";"False";"CHEMBL3420280";"Inhibition of recombinant c-Met (unknown origin) using poly (Glu,Tyr)4:1 substrate incubated for 60 mins by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414492";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
"CHEMBL574613";"";"0";"350.44";"1";"5.8";"(S)-9c";"CC[S@+]([O-])c1ccc(cc1)c2coc3ccc(cc23)c4oc(C)cc4";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1041541";"Inhibition of c-Met by [gamma-33-P]ATP based assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154165";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL3582290";"";"0";"410.45";"0";"4.64";"22a";"CNC(=O)c1cccc(c1)c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2";"IC50";"'='";"6";"nM";"8.22";"";"";"UO_0000065";"20.03";"0.36";"3.58";"13.87";"False";"CHEMBL3583343";"Inhibition of C-Met (unknown origin) using polu (Glu,Tyr)4:1 substrate after 30 mins incubation by multi-well spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580555";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";""
"CHEMBL462232";"";"0";"528.57";"2";"6.1";"1";"Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2";"IC50";"'='";"70";"nM";"7.16";"";"";"UO_0000065";"13.54";"0.26";"1.05";"7.73";"False";"CHEMBL1103917";"Inhibition of c-Met phosphorylation in human MKN45 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"MKN-45";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157925";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3307603"
"CHEMBL2419645";"";"0";"599.71";"2";"7.37";"41";"CC\C(=N/NC(=O)Nc1ccc(Oc2ccnc3cc(OCCCN4CCCCC4)c(OC)cc23)c(F)c1)\c5ccccc5";"IC50";"'='";"46";"nM";"7.34";"";"";"UO_0000065";"12.23";"0.23";"-0.03";"7.54";"False";"CHEMBL2421441";"Inhibition of c-MET (unknown origin) using poly(Glu,Tyr) as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417367";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL566623";"";"0";"529.55";"2";"5.16";"7";"Cn1ccnc1C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2";"IC50";"'='";"36";"nM";"7.44";"";"";"UO_0000065";"14.06";"0.27";"2.28";"6.46";"False";"CHEMBL1050655";"Inhibition of GST-fused recombinant C-met expressed in baculovirus infected high five cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL565603";"";"0";"533.56";"2";"6.22";"14";"CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5cccc(F)c5)cc4F)c3s2";"IC50";"'='";"52";"nM";"7.28";"";"";"UO_0000065";"13.65";"0.26";"1.06";"7.42";"False";"CHEMBL1050655";"Inhibition of GST-fused recombinant C-met expressed in baculovirus infected high five cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL1096519";"";"0";"452.4";"0";"4.66";"20";"Nc1cc(Oc2ccc(Nc3nccnc3C(=O)Nc4ccc(F)cc4F)cc2F)ccn1";"IC50";"'='";"69";"nM";"7.16";"";"";"UO_0000065";"15.83";"0.3";"2.5";"6.22";"False";"CHEMBL1120752";"Inhibition of GST-tagged human recombinant c-met N terminal domain expressed in Hi5 insect cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158562";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL602703";"";"0";"555.56";"2";"7";"2";"Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccccc5)C(F)(F)F)cc4F)c3s2";"IC50";"'='";"120";"nM";"6.92";"";"";"UO_0000065";"12.46";"0.24";"-0.08";"8.54";"False";"CHEMBL1103915";"Inhibition of c-Met";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157925";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1087984";"";"0";"552.48";"2";"6.64";"5";"COc1cc2nccc(Oc3ccc(NC(=O)c4cnn(c5ccccc5)c4C(F)(F)F)cc3F)c2cc1OC";"IC50";"'='";"200";"nM";"6.7";"";"";"UO_0000065";"12.13";"0.23";"0.06";"7.66";"False";"CHEMBL1103915";"Inhibition of c-Met";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157925";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1095356";"";"0";"645.64";"2";"8.05";"16";"CN(C)C(=O)c1ccc(cc1)c2cc3nccc(Oc4ccc(NC(=O)c5cnn(c6ccccc6)c5C(F)(F)F)cc4F)c3s2";"IC50";"'='";"50";"nM";"7.3";"";"";"UO_0000065";"11.31";"0.22";"-0.75";"8.17";"False";"CHEMBL1103915";"Inhibition of c-Met";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157925";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1095360";"";"0";"676.65";"2";"7.12";"20";"COCCNC(=O)c1ccc(nc1)c2cc3nccc(Oc4ccc(NC(=O)c5cnn(c6ccccc6)c5C(F)(F)F)cc4F)c3s2";"IC50";"'='";"60";"nM";"7.22";"";"";"UO_0000065";"10.67";"0.21";"0.1";"6.01";"False";"CHEMBL1103915";"Inhibition of c-Met";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157925";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL3582289";"";"0";"362.41";"0";"4.37";"16h";"CCO\N=C(/C)\c1cc(F)c2ncc(Cc3ccc4ncccc4c3)n2c1";"IC50";"'='";"9.7";"nM";"8.01";"";"";"UO_0000065";"22.11";"0.41";"3.64";"15.48";"False";"CHEMBL3583343";"Inhibition of C-Met (unknown origin) using polu (Glu,Tyr)4:1 substrate after 30 mins incubation by multi-well spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580555";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";""
"CHEMBL585205";"";"0";"521.62";"2";"5.89";"12";"CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)NC5CCCCC5)cc4F)c3s2";"IC50";"'='";"590";"nM";"6.23";"";"";"UO_0000065";"11.94";"0.23";"0.34";"6.35";"False";"CHEMBL1050656";"Inhibition of TPR-met autophosphorylation expressed in HEK293T cells after 150 mins by ELISA";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK-293T";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3706569"
"CHEMBL584701";"";"0";"531.57";"2";"5.78";"18";"CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5O)cc4F)c3s2";"IC50";"'='";"600";"nM";"6.22";"";"";"UO_0000065";"11.7";"0.22";"0.44";"5.26";"False";"CHEMBL1050656";"Inhibition of TPR-met autophosphorylation expressed in HEK293T cells after 150 mins by ELISA";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK-293T";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3706569"
"CHEMBL2419661";"";"0";"620.12";"2";"7.48";"22c";"COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4ccc(Cl)cc4)cc3F)ccnc2cc1OCCCN5CCC(C)CC5";"IC50";"'='";"26";"nM";"7.58";"";"";"UO_0000065";"12.23";"0.24";"0.11";"7.79";"False";"CHEMBL2421441";"Inhibition of c-MET (unknown origin) using poly(Glu,Tyr) as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417367";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL1095627";"";"0";"479.59";"0";"3.48";"24c";"CC(C)(C)OC(=O)N1CCC(CC1)n2ncc3c(nc(nc23)c4ccc(N)cc4)N5CCOCC5";"IC50";"'>'";"50000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1104644";"Inhibition of MET";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157009";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL2419677";"";"0";"613.73";"2";"7.51";"36";"COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4c(C)cc(C)cc4C)cc3F)ccnc2cc1OCCCN5CCCCC5";"IC50";"'='";"190";"nM";"6.72";"";"";"UO_0000065";"10.95";"0.2";"-0.79";"6.91";"False";"CHEMBL2421441";"Inhibition of c-MET (unknown origin) using poly(Glu,Tyr) as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417367";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL2419673";"";"0";"616.65";"2";"6.49";"32";"COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4ccc(cc4)[N+](=O)[O-])cc3F)ccnc2cc1OCCCN5CCCCC5";"IC50";"'='";"35";"nM";"7.46";"";"";"UO_0000065";"12.09";"0.23";"0.97";"5.31";"False";"CHEMBL2421441";"Inhibition of c-MET (unknown origin) using poly(Glu,Tyr) as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417367";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL2419671";"";"0";"596.66";"2";"6.46";"30";"COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4ccccc4C#N)cc3F)ccnc2cc1OCCCN5CCCCC5";"IC50";"'='";"24";"nM";"7.62";"";"";"UO_0000065";"12.77";"0.24";"1.16";"6.29";"False";"CHEMBL2421441";"Inhibition of c-MET (unknown origin) using poly(Glu,Tyr) as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417367";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL2419657";"";"0";"571.65";"2";"6.59";"21b";"COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4ccccc4)cc3F)ccnc2cc1OCCCN5CCCCC5";"IC50";"'='";"29";"nM";"7.54";"";"";"UO_0000065";"13.19";"0.25";"0.95";"7.75";"False";"CHEMBL2421441";"Inhibition of c-MET (unknown origin) using poly(Glu,Tyr) as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417367";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL2419655";"";"0";"641.62";"2";"6.45";"20e";"COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4ccc(cc4)C(F)(F)F)cc3F)ccnc2cc1OCCCN5CCOCC5";"IC50";"'='";"95";"nM";"7.02";"";"";"UO_0000065";"10.94";"0.21";"0.57";"6.59";"False";"CHEMBL2421441";"Inhibition of c-MET (unknown origin) using poly(Glu,Tyr) as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417367";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL72505";"";"0";"279.3";"0";"2.49";"2a";"O=C(NNc1ccccc1)C(=O)c2c[nH]c3ccccc23";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1798372";"Inhibition of c-MET assessed as incorporation of p33 using [gammaP33]-ATP by microplate scintillation counting";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795330";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL220737";"";"0";"292.34";"0";"2.98";"3b";"Cc1ccc(CNC(=O)C(=O)c2c[nH]c3ccccc23)cc1";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1798372";"Inhibition of c-MET assessed as incorporation of p33 using [gammaP33]-ATP by microplate scintillation counting";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795330";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL2419649";"";"0";"577.68";"2";"6.34";"45c";"COc1cc2c(Oc3ccc(NC(=S)N\N=C\c4occc4)cc3F)ccnc2cc1OCCCN5CCCCC5";"IC50";"'='";"120";"nM";"6.92";"";"";"UO_0000065";"11.98";"0.23";"0.58";"7.41";"False";"CHEMBL2421441";"Inhibition of c-MET (unknown origin) using poly(Glu,Tyr) as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417367";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL2431824";"";"0";"395.47";"0";"4.81";"20C";"COc1ccc(cc1C)c2ccc3nnc([C@@H](C)c4ccc5ncccc5c4)n3n2";"IC50";"'='";"9";"nM";"8.05";"";"";"UO_0000065";"20.34";"0.37";"3.24";"12.34";"False";"CHEMBL2433360";"Inhibition of c-Met autophosphorylation in human A549 cells after 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429765";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3307651"
"CHEMBL2170966";"";"0";"416.47";"0";"2.21";"22";"CNc1snc(SCc2nnc3ncc(nn23)c4ccc(F)cc4)c1C(=O)N";"IC50";"'='";"3";"nM";"8.52";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2175489";"Antagonist activity at c-MET receptor in human A549 cells assessed as inhibition of autophosphorylation after 1 hr by ELISA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169886";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307651"
"CHEMBL2170811";"";"0";"335.34";"0";"3.08";"25";"COc1ccc(Cn2nnc3ncc(nc23)c4ccc(F)cc4)cc1";"IC50";"'='";"2920";"nM";"5.54";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2175489";"Antagonist activity at c-MET receptor in human A549 cells assessed as inhibition of autophosphorylation after 1 hr by ELISA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169886";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307651"
"CHEMBL2401818";"";"0";"514.39";"2";"5.79";"5n";"Nc1ncc2c(coc2c1OC(CC#C)c3c(Cl)ccc(F)c3Cl)c4cnn(c4)C5CCNCC5";"IC50";"'='";"70";"nM";"7.16";"";"";"UO_0000065";"13.91";"0.28";"1.36";"7.85";"False";"CHEMBL2406637";"Inhibition of cMET (unknown origin) using biotinylated poly(Glu,Tyr) as substrate after 60 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401646";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL2401810";"";"0";"508.36";"2";"5.92";"5g";"CC(Oc1c(N)ncc2c(coc12)c3cnn(c3)C4CCNCC4)c5c(Cl)c(F)cc(F)c5Cl";"IC50";"'='";"42";"nM";"7.38";"";"";"UO_0000065";"14.51";"0.3";"1.46";"8.09";"False";"CHEMBL2406637";"Inhibition of cMET (unknown origin) using biotinylated poly(Glu,Tyr) as substrate after 60 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401646";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL3582302";"";"0";"505.53";"2";"5.74";"22m";"Fc1cc(ccc1C(=O)NCc2ccccn2)c3cc(F)c4ncc(Cc5ccc6ncccc6c5)n4c3";"IC50";"'='";"8.3";"nM";"8.08";"";"";"UO_0000065";"15.99";"0.29";"2.34";"11.2";"False";"CHEMBL3583343";"Inhibition of C-Met (unknown origin) using polu (Glu,Tyr)4:1 substrate after 30 mins incubation by multi-well spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580555";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";""
"CHEMBL1823254";"";"0";"434.48";"0";"2.79";"Table S3, 63";"Fc1ccc(Cn2nnc3ncc(nc23)c4ccc(OCCN5CCOCC5)cc4)cc1";"IC50";"'='";"170";"nM";"6.77";"";"";"UO_0000065";"15.58";"0.29";"3.98";"8.66";"False";"CHEMBL1826790";"Inhibition of human c-MET";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821609";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL1823264";"";"0";"313.29";"0";"1.55";"Table S3, 73";"Oc1ccc(CC(=O)N\N=C\2/C(=O)Nc3ccc(F)cc23)cc1";"IC50";"'='";"29";"nM";"7.54";"";"";"UO_0000065";"24.06";"0.45";"5.99";"8.3";"False";"CHEMBL1826790";"Inhibition of human c-MET";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821609";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL1921807";"";"0";"343.35";"0";"1.95";"16";"O=C1NC=Cc2c(Cc3nnc4ccc(nn34)c5cn[nH]c5)cccc12";"IC50";"'='";"5";"nM";"8.3";"";"";"UO_0000065";"24.18";"0.44";"6.35";"7.93";"False";"CHEMBL1925561";"Inhibition of recombinant c-met by HTRF assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921685";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL1779201";"";"0";"426.52";"0";"3.43";"13a";"CC1(C)c2cc(ccc2C(=O)c3c1[nH]c4cc(ccc34)C#N)N5CCN(CC5)C6COC6";"IC50";"'>'";"5000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1828295";"Inhibition of MET activity by TR-FRET assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821705";"1";"Scientific Literature";"J. Med. Chem.";"2011";""
"CHEMBL1922225";"";"0";"410.64";"1";"7.27";"16";"CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)C(=O)CC[C@]12C";"IC50";"'='";"27500";"nM";"4.56";"";"";"UO_0000065";"11.11";"0.21";"-2.71";"12.23";"False";"CHEMBL1926227";"Inhibition of wild type human MET using poly(Ala,Glu,Lys,Tyr) as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921742";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL515982";"CALICOFEROL C";"0";"412.66";"1";"7.07";"19";"CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)[C@H](O)CC[C@]12C";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1926227";"Inhibition of wild type human MET using poly(Ala,Glu,Lys,Tyr) as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921742";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL464351";"CALICOFEROL B";"0";"416.65";"1";"5.87";"22";"CC(C)CCC[C@@H](C)[C@H]1[C@@H](O)C[C@H]2[C@H](CCc3cc(O)ccc3C)[C@H](O)CC[C@]12C";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1926227";"Inhibition of wild type human MET using poly(Ala,Glu,Lys,Tyr) as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921742";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL1823475";"";"0";"374.19";"0";"2.17";"Table S3,83";"Oc1ccc(CC(=O)N\N=C\2/C(=O)Nc3ccccc23)cc1Br";"IC50";"'='";"54";"nM";"7.27";"";"";"UO_0000065";"19.42";"0.43";"5.1";"8";"False";"CHEMBL1826790";"Inhibition of human c-MET";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821609";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL1824885";"";"0";"517.43";"2";"5.74";"37";"CC(Oc1cc(cnc1N)c2ccc(cc2)C(=O)NCCN3CCCC3)c4c(Cl)ccc(F)c4Cl";"IC50";"'='";"114";"nM";"6.94";"";"";"UO_0000065";"13.42";"0.27";"1.2";"8.63";"False";"CHEMBL1826482";"Inhibition of human recombinant c-MET kinase expressed in A549 cells assessed as inhibition of HGF-induced autophosphorylation by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821723";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307651"
"CHEMBL1823271";"";"0";"378.21";"0";"3.1";"Table S3, 80";"Oc1ccc(CCC(=O)N\N=C\2/C(=O)Nc3c(Cl)ccc(Cl)c23)cc1";"IC50";"'='";"46";"nM";"7.34";"";"";"UO_0000065";"19.4";"0.4";"4.24";"8.08";"False";"CHEMBL1826790";"Inhibition of human c-MET";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821609";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL522196";"";"0";"419.39";"0";"4.21";"Table S1, 4";"COc1ccc2c(OCc3nnc4ccc(nn34)c5ccc(F)c(F)c5)ccnc2c1";"IC50";"'='";"9";"nM";"8.05";"";"";"UO_0000065";"19.18";"0.35";"3.84";"10.81";"False";"CHEMBL1826790";"Inhibition of human c-MET";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821609";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
